ArXiv Id,Ground Truth ROR IDs,Extracted ROR IDs,Missing ROR IDs,Extra ROR IDs
2201.00670v1,"{'https://ror.org/0488q6085', 'https://ror.org/00s6t1f81'}","{'https://ror.org/00s6t1f81', 'https://ror.org/05trd4x28'}",{'https://ror.org/0488q6085'},{'https://ror.org/05trd4x28'}
2201.00671v2,"{'https://ror.org/03cqe8w59', 'https://ror.org/056tb7j80', 'https://ror.org/03sk8zw22'}",{'https://ror.org/01t466c14'},"{'https://ror.org/03cqe8w59', 'https://ror.org/056tb7j80', 'https://ror.org/03sk8zw22'}",{'https://ror.org/01t466c14'}
2201.00672v1,{'https://ror.org/01scyh794'},{'https://ror.org/01rxvg760'},{'https://ror.org/01scyh794'},{'https://ror.org/01rxvg760'}
2201.00673v1,"{'https://ror.org/0454vek02', 'https://ror.org/025vp2923', 'https://ror.org/00bgk9508'}",set(),"{'https://ror.org/0454vek02', 'https://ror.org/025vp2923', 'https://ror.org/00bgk9508'}",set()
2201.00674v1,"{'https://ror.org/02c2kyt77', 'https://ror.org/0493bmq37'}",{'https://ror.org/02c2kyt77'},{'https://ror.org/0493bmq37'},set()
2201.00676v1,"{'https://ror.org/03sk1we31', 'https://ror.org/01bj3aw27', 'https://ror.org/01e41cf67'}",{'https://ror.org/01e41cf67'},"{'https://ror.org/03sk1we31', 'https://ror.org/01bj3aw27'}",set()
2201.00679v2,"{'https://ror.org/04gzb2213', 'https://ror.org/011gmn932', 'https://ror.org/048xjjh50'}",{'https://ror.org/011gmn932'},"{'https://ror.org/04gzb2213', 'https://ror.org/048xjjh50'}",set()
2201.00680v3,"{'https://ror.org/01y64my43', 'https://ror.org/01q1z8k08', 'https://ror.org/04t5xt781'}",{'https://ror.org/05dbjwr50'},"{'https://ror.org/01y64my43', 'https://ror.org/01q1z8k08', 'https://ror.org/04t5xt781'}",{'https://ror.org/05dbjwr50'}
2201.00682v2,"{'https://ror.org/02778hg05', 'https://ror.org/014nnvj65'}",set(),"{'https://ror.org/014nnvj65', 'https://ror.org/02778hg05'}",set()
2201.00683v4,"{'https://ror.org/050jcm728', 'https://ror.org/03xjwb503', 'https://ror.org/02feahw73', 'https://ror.org/057qpr032', 'https://ror.org/05m3r1b84', 'https://ror.org/04z22qz54', 'https://ror.org/054qv7y42'}",set(),"{'https://ror.org/02feahw73', 'https://ror.org/050jcm728', 'https://ror.org/057qpr032', 'https://ror.org/05m3r1b84', 'https://ror.org/03xjwb503', 'https://ror.org/04z22qz54', 'https://ror.org/054qv7y42'}",set()
2201.00684v1,"{'https://ror.org/05a28rw58', 'https://ror.org/0190x2a66', 'https://ror.org/00y0zf565', 'https://ror.org/030bhh786', 'https://ror.org/01rvn4p91', 'https://ror.org/017cjz748'}","{'https://ror.org/05a28rw58', 'https://ror.org/00y0zf565', 'https://ror.org/0190x2a66', 'https://ror.org/017cjz748'}","{'https://ror.org/030bhh786', 'https://ror.org/01rvn4p91'}",set()
2201.00685v4,"{'https://ror.org/03xjwb503', 'https://ror.org/00jjx8s55'}",set(),"{'https://ror.org/03xjwb503', 'https://ror.org/00jjx8s55'}",set()
2201.00686v1,"{'https://ror.org/01nffqt88', 'https://ror.org/05n3x4p02'}","{'https://ror.org/01nffqt88', 'https://ror.org/05n3x4p02', 'https://ror.org/03prydq77'}",set(),{'https://ror.org/03prydq77'}
2201.00687v1,"{'https://ror.org/01bj3aw27', 'https://ror.org/01e41cf67', 'https://ror.org/01r0c1p88', 'https://ror.org/047s2c258', 'https://ror.org/03sk1we31'}","{'https://ror.org/047s2c258', 'https://ror.org/01e41cf67'}","{'https://ror.org/01r0c1p88', 'https://ror.org/03sk1we31', 'https://ror.org/01bj3aw27'}",set()
2201.00688v1,{'https://ror.org/00by1q217'},set(),{'https://ror.org/00by1q217'},set()
2201.00689v2,"{'https://ror.org/05qbk4x57', 'https://ror.org/00k642b80', 'https://ror.org/0090r4d87', 'https://ror.org/034t30j35'}","{'https://ror.org/05qbk4x57', 'https://ror.org/0090r4d87', 'https://ror.org/034t30j35'}",{'https://ror.org/00k642b80'},set()
2201.00690v1,"{'https://ror.org/03cqe8w59', 'https://ror.org/01yjy8p80', 'https://ror.org/0081fs513'}",{'https://ror.org/013meh722'},"{'https://ror.org/03cqe8w59', 'https://ror.org/01yjy8p80', 'https://ror.org/0081fs513'}",{'https://ror.org/013meh722'}
2201.00691v1,"{'https://ror.org/010gxg263', 'https://ror.org/04td37d32', 'https://ror.org/041kmwe10'}","{'https://ror.org/04td37d32', 'https://ror.org/041kmwe10'}",{'https://ror.org/010gxg263'},set()
2201.00693v2,"{'https://ror.org/010fbpe82', 'https://ror.org/03cve4549'}",{'https://ror.org/03cve4549'},{'https://ror.org/010fbpe82'},set()
2201.00694v1,"{'https://ror.org/01a8ajp46', 'https://ror.org/02feahw73', 'https://ror.org/02n5evf44'}","{'https://ror.org/02n5evf44', 'https://ror.org/03vgfxd91', 'https://ror.org/02feahw73', 'https://ror.org/02hzxf772'}",{'https://ror.org/01a8ajp46'},"{'https://ror.org/02hzxf772', 'https://ror.org/03vgfxd91'}"
2201.00695v1,{'https://ror.org/04q78tk20'},"{'https://ror.org/04q78tk20', 'https://ror.org/02eb0rk31'}",set(),{'https://ror.org/02eb0rk31'}
2201.00696v2,"{'https://ror.org/00se2k293', 'https://ror.org/00z83z196', 'https://ror.org/00zdnkx70', 'https://ror.org/05bxb3784', 'https://ror.org/04z1nmb83'}","{'https://ror.org/00se2k293', 'https://ror.org/02mfp0b67', 'https://ror.org/05bxb3784', 'https://ror.org/00zdnkx70'}","{'https://ror.org/00z83z196', 'https://ror.org/04z1nmb83'}",{'https://ror.org/02mfp0b67'}
2201.00697v1,"{'https://ror.org/02bfwt286', 'https://ror.org/00z54nq84', 'https://ror.org/04xbn6x09', 'https://ror.org/01hhn8329', 'https://ror.org/015kcdd40', 'https://ror.org/03ydkyb10', 'https://ror.org/02cte4b68', 'https://ror.org/05ect4e57', 'https://ror.org/0112mx960', 'https://ror.org/05dxps055', 'https://ror.org/000e0be47', 'https://ror.org/005ta0471', 'https://ror.org/02feahw73', 'https://ror.org/01rk35k63', 'https://ror.org/021018s57', 'https://ror.org/03sn6yr77', 'https://ror.org/01vj6ck58', 'https://ror.org/019wvm592', 'https://ror.org/02zp3yd51', 'https://ror.org/021nxhr62', 'https://ror.org/0192m2k53', 'https://ror.org/0323bey33', 'https://ror.org/03se9eg94', 'https://ror.org/031q21x57', 'https://ror.org/05symbg58', 'https://ror.org/048tbm396', 'https://ror.org/03ht1xw27', 'https://ror.org/03sry2h30', 'https://ror.org/00vtgdb53', 'https://ror.org/04etcj997', 'https://ror.org/05qpz1x62', 'https://ror.org/03fd77x13', 'https://ror.org/029brtt94', 'https://ror.org/04gqg1a07', 'https://ror.org/05290cv24', 'https://ror.org/03kk7td41', 'https://ror.org/057zh3y96', 'https://ror.org/055n47h92', 'https://ror.org/03angcq70', 'https://ror.org/022gnbj15', 'https://ror.org/013meh722', 'https://ror.org/0304hq317'}","{'https://ror.org/034t30j35', 'https://ror.org/05jk51a88', 'https://ror.org/012tqgb57', 'https://ror.org/02feahw73', 'https://ror.org/01g5y5k24', 'https://ror.org/00zdnkx70', 'https://ror.org/009wnjh50', 'https://ror.org/03rc6as71', 'https://ror.org/0445phv87', 'https://ror.org/0227as991', 'https://ror.org/04ynn1b95', 'https://ror.org/002rw7y37', 'https://ror.org/02epydz83', 'https://ror.org/00s9dpb54', 'https://ror.org/02v51f717', 'https://ror.org/01b8kcc49', 'https://ror.org/02skfsw40', 'https://ror.org/01dr6c206', 'https://ror.org/00mkhxb43', 'https://ror.org/04dkp9463', 'https://ror.org/04chrp450', 'https://ror.org/05qbk4x57', 'https://ror.org/033vjfk17', 'https://ror.org/03kk7td41', 'https://ror.org/057zh3y96', 'https://ror.org/05wcstg80', 'https://ror.org/059dkdx38', 'https://ror.org/053pw6b94'}","{'https://ror.org/02bfwt286', 'https://ror.org/00z54nq84', 'https://ror.org/04xbn6x09', 'https://ror.org/01hhn8329', 'https://ror.org/015kcdd40', 'https://ror.org/03ydkyb10', 'https://ror.org/02cte4b68', 'https://ror.org/05ect4e57', 'https://ror.org/0112mx960', 'https://ror.org/05dxps055', 'https://ror.org/000e0be47', 'https://ror.org/005ta0471', 'https://ror.org/01rk35k63', 'https://ror.org/021018s57', 'https://ror.org/03sn6yr77', 'https://ror.org/01vj6ck58', 'https://ror.org/019wvm592', 'https://ror.org/02zp3yd51', 'https://ror.org/021nxhr62', 'https://ror.org/0192m2k53', 'https://ror.org/0323bey33', 'https://ror.org/03se9eg94', 'https://ror.org/031q21x57', 'https://ror.org/05symbg58', 'https://ror.org/048tbm396', 'https://ror.org/03ht1xw27', 'https://ror.org/03sry2h30', 'https://ror.org/00vtgdb53', 'https://ror.org/04etcj997', 'https://ror.org/05qpz1x62', 'https://ror.org/03fd77x13', 'https://ror.org/029brtt94', 'https://ror.org/04gqg1a07', 'https://ror.org/05290cv24', 'https://ror.org/055n47h92', 'https://ror.org/03angcq70', 'https://ror.org/022gnbj15', 'https://ror.org/013meh722', 'https://ror.org/0304hq317'}","{'https://ror.org/034t30j35', 'https://ror.org/05jk51a88', 'https://ror.org/012tqgb57', 'https://ror.org/01g5y5k24', 'https://ror.org/00zdnkx70', 'https://ror.org/009wnjh50', 'https://ror.org/0445phv87', 'https://ror.org/03rc6as71', 'https://ror.org/0227as991', 'https://ror.org/04ynn1b95', 'https://ror.org/002rw7y37', 'https://ror.org/02epydz83', 'https://ror.org/00s9dpb54', 'https://ror.org/02v51f717', 'https://ror.org/01b8kcc49', 'https://ror.org/02skfsw40', 'https://ror.org/01dr6c206', 'https://ror.org/00mkhxb43', 'https://ror.org/04dkp9463', 'https://ror.org/04chrp450', 'https://ror.org/05qbk4x57', 'https://ror.org/033vjfk17', 'https://ror.org/05wcstg80', 'https://ror.org/059dkdx38', 'https://ror.org/053pw6b94'}"
2201.00698v1,"{'https://ror.org/049tv2d57', 'https://ror.org/02v51f717', 'https://ror.org/03yez3163'}","{'https://ror.org/03yez3163', 'https://ror.org/02em1tr51', 'https://ror.org/049tv2d57', 'https://ror.org/02v51f717'}",set(),{'https://ror.org/02em1tr51'}
2201.00699v5,"{'https://ror.org/0064kty71', 'https://ror.org/03xrrjk67', 'https://ror.org/0220qvk04', 'https://ror.org/051fvmk98'}","{'https://ror.org/0220qvk04', 'https://ror.org/0064kty71', 'https://ror.org/03xrrjk67'}",{'https://ror.org/051fvmk98'},set()
2201.00700v2,{'https://ror.org/03rmrcq20'},{'https://ror.org/01h531d29'},{'https://ror.org/03rmrcq20'},{'https://ror.org/01h531d29'}
2201.00701v1,{'https://ror.org/036x5ad56'},"{'https://ror.org/024d6js02', 'https://ror.org/036x5ad56'}",set(),{'https://ror.org/024d6js02'}
2201.00702v1,"{'https://ror.org/02x2v6p15', 'https://ror.org/0561n6946', 'https://ror.org/00d3pnh21'}",set(),"{'https://ror.org/02x2v6p15', 'https://ror.org/0561n6946', 'https://ror.org/00d3pnh21'}",set()
2201.00703v3,{'https://ror.org/03q8dnn23'},"{'https://ror.org/03q8dnn23', 'https://ror.org/02zhqgq86'}",set(),{'https://ror.org/02zhqgq86'}
2201.00704v2,"{'https://ror.org/00z54nq84', 'https://ror.org/0247p4w70', 'https://ror.org/017d9yp59', 'https://ror.org/00jjx8s55', 'https://ror.org/04zaaa143', 'https://ror.org/00s19x989', 'https://ror.org/02cte4b68', 'https://ror.org/03xjwb503', 'https://ror.org/02spzyy34', 'https://ror.org/02en5vm52', 'https://ror.org/032w6q449', 'https://ror.org/00rydyx93', 'https://ror.org/05f82e368', 'https://ror.org/00r9g7t11', 'https://ror.org/02feahw73', 'https://ror.org/04tavf782', 'https://ror.org/00cch2r34'}","{'https://ror.org/02feahw73', 'https://ror.org/03n15ch10'}","{'https://ror.org/00z54nq84', 'https://ror.org/017d9yp59', 'https://ror.org/04zaaa143', 'https://ror.org/02cte4b68', 'https://ror.org/00s19x989', 'https://ror.org/03xjwb503', 'https://ror.org/032w6q449', 'https://ror.org/00rydyx93', 'https://ror.org/00r9g7t11', 'https://ror.org/00cch2r34', 'https://ror.org/0247p4w70', 'https://ror.org/00jjx8s55', 'https://ror.org/02spzyy34', 'https://ror.org/02en5vm52', 'https://ror.org/05f82e368', 'https://ror.org/04tavf782'}",{'https://ror.org/03n15ch10'}
2201.00705v1,"{'https://ror.org/048sx0r50', 'https://ror.org/040vwpm13', 'https://ror.org/01zqcg218', 'https://ror.org/03cve4549'}","{'https://ror.org/01zqcg218', 'https://ror.org/03cve4549', 'https://ror.org/05dbjwr50', 'https://ror.org/048sx0r50'}",{'https://ror.org/040vwpm13'},{'https://ror.org/05dbjwr50'}
2201.00706v1,{'https://ror.org/019whta54'},{'https://ror.org/006hf6230'},{'https://ror.org/019whta54'},{'https://ror.org/006hf6230'}
2201.00707v4,{'https://ror.org/024c2fq17'},"{'https://ror.org/024c2fq17', 'https://ror.org/01zkghx44'}",set(),{'https://ror.org/01zkghx44'}
2201.00708v1,"{'https://ror.org/00pg6eq24', 'https://ror.org/02feahw73', 'https://ror.org/00fbnyb24'}","{'https://ror.org/00pg6eq24', 'https://ror.org/02feahw73'}",{'https://ror.org/00fbnyb24'},set()
2201.00709v1,"{'https://ror.org/00a2xv884', 'https://ror.org/00afp2z80', 'https://ror.org/01mv9t934', 'https://ror.org/01mkqqe32'}","{'https://ror.org/00a2xv884', 'https://ror.org/01mkqqe32'}","{'https://ror.org/00afp2z80', 'https://ror.org/01mv9t934'}",set()
2201.00711v1,"{'https://ror.org/01q1z8k08', 'https://ror.org/012zs8222'}",{'https://ror.org/012zs8222'},{'https://ror.org/01q1z8k08'},set()
2201.00712v1,"{'https://ror.org/05a28rw58', 'https://ror.org/04mq2g308', 'https://ror.org/01rvn4p91', 'https://ror.org/00pjdza24', 'https://ror.org/03mrbr458', 'https://ror.org/03f9nc143', 'https://ror.org/00d7xrm67', 'https://ror.org/01n6r0e97', 'https://ror.org/01an7q238'}","{'https://ror.org/01faaaf77', 'https://ror.org/04mq2g308', 'https://ror.org/03f9nc143'}","{'https://ror.org/05a28rw58', 'https://ror.org/01rvn4p91', 'https://ror.org/00pjdza24', 'https://ror.org/03mrbr458', 'https://ror.org/00d7xrm67', 'https://ror.org/01n6r0e97', 'https://ror.org/01an7q238'}",{'https://ror.org/01faaaf77'}
2201.00714v1,"{'https://ror.org/03ckxwf91', 'https://ror.org/048rj2z13', 'https://ror.org/01mv9t934', 'https://ror.org/04azbjn80', 'https://ror.org/01sjwvz98'}",{'https://ror.org/04azbjn80'},"{'https://ror.org/01sjwvz98', 'https://ror.org/01mv9t934', 'https://ror.org/03ckxwf91', 'https://ror.org/048rj2z13'}",set()
2201.00715v1,"{'https://ror.org/00d0nc645', 'https://ror.org/036rp1748'}","{'https://ror.org/02fzxed89', 'https://ror.org/052gg0110'}","{'https://ror.org/00d0nc645', 'https://ror.org/036rp1748'}","{'https://ror.org/02fzxed89', 'https://ror.org/052gg0110'}"
2201.00716v2,"{'https://ror.org/00a208s56', 'https://ror.org/01j9f6752'}",set(),"{'https://ror.org/00a208s56', 'https://ror.org/01j9f6752'}",set()
2201.00717v1,"{'https://ror.org/00z34yn88', 'https://ror.org/00240q980', 'https://ror.org/005ta0471'}","{'https://ror.org/05bnh6r87', 'https://ror.org/03wnrjx87', 'https://ror.org/052gg0110'}","{'https://ror.org/00z34yn88', 'https://ror.org/00240q980', 'https://ror.org/005ta0471'}","{'https://ror.org/05bnh6r87', 'https://ror.org/03wnrjx87', 'https://ror.org/052gg0110'}"
2201.00718v3,{'https://ror.org/00jmfr291'},"{'https://ror.org/042rvyb12', 'https://ror.org/013meh722'}",{'https://ror.org/00jmfr291'},"{'https://ror.org/042rvyb12', 'https://ror.org/013meh722'}"
2201.00719v2,"{'https://ror.org/05p8z3f47', 'https://ror.org/02zdkmf61'}",set(),"{'https://ror.org/05p8z3f47', 'https://ror.org/02zdkmf61'}",set()
2201.00720v1,{'https://ror.org/02xankh89'},"{'https://ror.org/023ktd084', 'https://ror.org/01c27hj86'}",{'https://ror.org/02xankh89'},"{'https://ror.org/023ktd084', 'https://ror.org/01c27hj86'}"
2201.00722v1,"{'https://ror.org/00f54p054', 'https://ror.org/05x2bcf33'}","{'https://ror.org/00f54p054', 'https://ror.org/02xkdev90', 'https://ror.org/05x2bcf33'}",set(),{'https://ror.org/02xkdev90'}
2201.00723v2,"{'https://ror.org/01y2jtd41', 'https://ror.org/03ydkyb10'}",{'https://ror.org/01y2jtd41'},{'https://ror.org/03ydkyb10'},set()
2201.00725v2,{'https://ror.org/01kq0pv72'},"{'https://ror.org/01kq0pv72', 'https://ror.org/0257kt353'}",set(),{'https://ror.org/0257kt353'}
2201.00726v1,"{'https://ror.org/05h992307', 'https://ror.org/03m2x1q45', 'https://ror.org/01bj3aw27', 'https://ror.org/00mmn6b08'}","{'https://ror.org/05h992307', 'https://ror.org/03m2x1q45'}","{'https://ror.org/01bj3aw27', 'https://ror.org/00mmn6b08'}",set()
2201.00727v1,"{'https://ror.org/02bfwt286', 'https://ror.org/05591te55', 'https://ror.org/056d84691', 'https://ror.org/01pxwe438', 'https://ror.org/01kh5gc44', 'https://ror.org/026vcq606', 'https://ror.org/01xtthb56', 'https://ror.org/030sjb889', 'https://ror.org/00rqy9422', 'https://ror.org/03sk8zw22', 'https://ror.org/0464eyp60', 'https://ror.org/0260j1g46'}","{'https://ror.org/02bfwt286', 'https://ror.org/026vcq606', 'https://ror.org/01kdbsa35', 'https://ror.org/016xsfp80', 'https://ror.org/00rqy9422', 'https://ror.org/056d84691', 'https://ror.org/01pxwe438', 'https://ror.org/01xtthb56', 'https://ror.org/0464eyp60', 'https://ror.org/02prz6q96'}","{'https://ror.org/05591te55', 'https://ror.org/01kh5gc44', 'https://ror.org/030sjb889', 'https://ror.org/03sk8zw22', 'https://ror.org/0260j1g46'}","{'https://ror.org/01kdbsa35', 'https://ror.org/016xsfp80', 'https://ror.org/02prz6q96'}"
2201.00729v1,"{'https://ror.org/00z54nq84', 'https://ror.org/05gvnxz63', 'https://ror.org/02feahw73', 'https://ror.org/01rk35k63', 'https://ror.org/00mmn6b08', 'https://ror.org/00jjx8s55', 'https://ror.org/01bj3aw27', 'https://ror.org/04zmssz18', 'https://ror.org/04z22qz54', 'https://ror.org/02t274463', 'https://ror.org/00s19x989', 'https://ror.org/01kbr1737', 'https://ror.org/029brtt94', 'https://ror.org/024mw5h28', 'https://ror.org/00pjdza24', 'https://ror.org/01w0hda30', 'https://ror.org/02rx3b187', 'https://ror.org/04z1nmb83', 'https://ror.org/05qzgry88'}","{'https://ror.org/02t274463', 'https://ror.org/024mw5h28', 'https://ror.org/00pjdza24'}","{'https://ror.org/00z54nq84', 'https://ror.org/05gvnxz63', 'https://ror.org/00s19x989', 'https://ror.org/02feahw73', 'https://ror.org/01kbr1737', 'https://ror.org/01rk35k63', 'https://ror.org/00mmn6b08', 'https://ror.org/00jjx8s55', 'https://ror.org/029brtt94', 'https://ror.org/01bj3aw27', 'https://ror.org/01w0hda30', 'https://ror.org/02rx3b187', 'https://ror.org/04z1nmb83', 'https://ror.org/04zmssz18', 'https://ror.org/05qzgry88', 'https://ror.org/04z22qz54'}",set()
2201.00730v1,"{'https://ror.org/04t50yk91', 'https://ror.org/03x42jk29', 'https://ror.org/02nwvxz07', 'https://ror.org/00s19x989', 'https://ror.org/02feahw73', 'https://ror.org/0268ecp52', 'https://ror.org/03r13py57', 'https://ror.org/04z22qz54'}",{'https://ror.org/02feahw73'},"{'https://ror.org/04t50yk91', 'https://ror.org/03x42jk29', 'https://ror.org/02nwvxz07', 'https://ror.org/00s19x989', 'https://ror.org/0268ecp52', 'https://ror.org/03r13py57', 'https://ror.org/04z22qz54'}",set()
2201.00731v1,"{'https://ror.org/04bqqa360', 'https://ror.org/04w8z7f34', 'https://ror.org/027s08w94', 'https://ror.org/00bgk9508'}","{'https://ror.org/04w8z7f34', 'https://ror.org/059dqb057'}","{'https://ror.org/04bqqa360', 'https://ror.org/027s08w94', 'https://ror.org/00bgk9508'}",{'https://ror.org/059dqb057'}
2201.00732v2,"{'https://ror.org/02p77k626', 'https://ror.org/005ta0471'}",{'https://ror.org/02p77k626'},{'https://ror.org/005ta0471'},set()
2201.00733v1,"{'https://ror.org/024mw5h28', 'https://ror.org/03h4zjr91'}","{'https://ror.org/024mw5h28', 'https://ror.org/04jr01610'}",{'https://ror.org/03h4zjr91'},{'https://ror.org/04jr01610'}
2201.00734v1,"{'https://ror.org/05f0yaq80', 'https://ror.org/03r06fs10', 'https://ror.org/026vcq606'}","{'https://ror.org/05f0yaq80', 'https://ror.org/026vcq606'}",{'https://ror.org/03r06fs10'},set()
2201.00735v1,"{'https://ror.org/0042e5975', 'https://ror.org/03aydme10', 'https://ror.org/04zaypm56'}","{'https://ror.org/0042e5975', 'https://ror.org/03aydme10'}",{'https://ror.org/04zaypm56'},set()
2201.00737v3,"{'https://ror.org/02crff812', 'https://ror.org/024mw5h28'}",{'https://ror.org/027m9bs27'},"{'https://ror.org/02crff812', 'https://ror.org/024mw5h28'}",{'https://ror.org/027m9bs27'}
2201.00738v3,"{'https://ror.org/00mmn6b08', 'https://ror.org/00hx57361', 'https://ror.org/01bj3aw27', 'https://ror.org/02jbv0t02', 'https://ror.org/05dxps055'}","{'https://ror.org/05dxps055', 'https://ror.org/00hx57361', 'https://ror.org/02jbv0t02'}","{'https://ror.org/01bj3aw27', 'https://ror.org/00mmn6b08'}",set()
2201.00739v2,"{'https://ror.org/05dxps055', 'https://ror.org/027k65916', 'https://ror.org/03m2x1q45', 'https://ror.org/027ka1x80'}","{'https://ror.org/00ydnew86', 'https://ror.org/05dxps055', 'https://ror.org/027k65916', 'https://ror.org/03m2x1q45'}",{'https://ror.org/027ka1x80'},{'https://ror.org/00ydnew86'}
2201.00741v1,"{'https://ror.org/05vt9qd57', 'https://ror.org/04y17xm23', 'https://ror.org/03qxff017'}","{'https://ror.org/03c6c9520', 'https://ror.org/03g2am276'}","{'https://ror.org/05vt9qd57', 'https://ror.org/04y17xm23', 'https://ror.org/03qxff017'}","{'https://ror.org/03g2am276', 'https://ror.org/03c6c9520'}"
2201.00742v1,"{'https://ror.org/02zhqgq86', 'https://ror.org/01mv9t934', 'https://ror.org/00ay9v204', 'https://ror.org/01vy4gh70'}","{'https://ror.org/00ay9v204', 'https://ror.org/01vy4gh70'}","{'https://ror.org/01mv9t934', 'https://ror.org/02zhqgq86'}",set()
